,CF1-1,CF1-2,CF1-3,CF1-4,CF1-5,CF1-6,CF1-7,CF1-8,CF1-9,CF1-10,CF1-11,CF1-13,CF1-14,CF1-15,CF2-1,CF2-2,CF2-3,CF2-4,CF2-5,CF2-6,CF2-7,CF2-8,CF2-9,CF2-10,CF2-11,CF2-12,CF2-13,CF2-14,CF2-15,CF3-1,CF3-2,CF3-3,CF3-4,CF3-5,CF3-6,CF3-7,CF3-8,CF3-9,CF3-12,CF3-13,CF3-14,CF3-15,CF4-1,CF4-2,CF4-3,CF4-4,CF4-5,CF4-9,CF4-10,CF4-11,CF4-13,CF4-14,CF4-15,CF5-1,CF5-2,CF5-3,CF5-4,CF5-5,CF5-6,CF5-7,CF5-8,CF5-9,CF5-10,CF5-11,CF5-12,CF5-13,CF5-14,CF5-15,CF6-1,CF6-2,CF6-3,CF6-4,CF6-5,CF6-6,CF6-7,CF6-8,CF6-9,CF6-10,CF6-11,CF6-12,CF6-13,CF6-14,CD1-1,CD1-2,CD1-3,CD1-4,CD1-5,CD1-6,CD1-7,CD1-8,CD1-9,CD1-10,CD1-11,CD1-12,CD1-13,CD1-14,CD1-15,CD1-16,CD1-17,CD1-18,CD1-19,CD1-20,CD1-21,CD1-22,CD1-23,CD1-24,CD1-25,CD1-26,CD1-27,CD1-28,CD1-29,CD1-30,CD1-31,CD1-32,CD1-33,CD1-34,CD1-35,CD1-36,CD1-37,CD1-38,CD1-39,CD1-40,CD1-41,CD1-42,CD1-43,CD1-44,CD1-45,CD1-46,CD1-47,CD1-48,CD1-49,CD1-50,CD1-51,CD1-52,CD1-53,CD1-54,CD1-55,CD1-56,CD1-57,CD1-58,CD1-59,CD1-60,CD1-61,CD1-62,CD1-63,CD1-64,CD1-65,CD1-66,CD1-67,CD1-68,CD1-69,CD1-70,CD1-71,CD1-72,CD1-73,CD1-74,CD1-75,CD1-76,CD1-77,CD1-78,CD1-79,CD1-80,CD1-81,CD1-82,CD1-83,CD1-84,CD1-85,CD1-86,CD1-87,CD1-88,CD1-89,CD1-90,CD1-91,CD1-92,CD1-93,CD1-94,CD1-95,CD1-96,CD1-97,CD1-98,CD1-99,CD1-100,CD6-1,CD6-2,CD6-3,CD6-4,CD6-5,CD6-6,CD6-7,CD6-8,CD6-9,CD6-10,CD6-11,CD6-12,CD6-13,CD6-14,CD6-15,CD6-16,CD6-17,CD6-19,CD6-20,CD6-21,CD6-22,CD6-23,CD6-24,CD6-25,CD6-26,CD6-27,CD6-28,CD6-29,CD6-30,CD6-31,CD6-32,CD6-33,CD6-34,CD6-35,CD6-36,CD6-37,CD6-38,CD6-39,CD6-40,CD6-41,CD6-42,CD6-43,CD6-44,CD6-45,CD6-46,CD6-47,CD6-48,CD6-49,CD6-50,CD6-51,CD6-52,CD6-53,CD6-54,CD6-55,CD6-56,CD6-57,CD6-58,CD6-59,CD6-60,CD6-61,CD6-62,CD6-63,CD6-64,CD6-65,CD6-66,CD6-67,CD6-68,CD6-69,CD6-70,CD6-71,CD6-72,CD6-73,CD6-74,CD6-75,CD6-76,CD6-77,CD6-78,CD6-79,CD6-80,CD6-81,CD6-82,CD6-83,CD6-84,CD6-85,CD6-86,CD6-87,CD6-88,CD6-89,CD6-90,CD6-91,CD6-92,CD6-93,CD6-94,CD6-95,CD6-96,CD6-97,CD6-98,CD6-99,CD6-100
CD1-12,96.98366649,97.08927349,96.8219419,96.99562409,97.82156015,97.78206458,97.76591437,97.25859707,97.02207922,97.64261071,97.52221697,97.34527489,98.40666091,96.40095072,79.81240727,79.94298095,80.83877891,79.9868295,80.55595429,80.94222345,79.46954565,80.03884157,79.61260388,79.78530888,79.97289976,79.84295878,78.96385033,78.87699541,79.34346075,97.14298436,97.23844033,96.79953434,97.24503734,96.46875375,97.03073455,96.77164528,97.63312207,97.08152889,97.07295321,96.88577328,97.01551785,97.22891072,78.57895932,80.44002719,79.73785809,97.42916565,97.21931955,97.29260027,96.93957736,96.82605515,94.94883172,94.93576345,95.59681958,97.7194707,97.88702352,97.63470861,97.68163776,97.65658715,97.39154034,97.26698007,97.78776404,97.74486747,97.80690936,97.40226808,97.69744496,97.62194083,97.67648585,97.1086375,97.36182367,97.64504954,97.57868182,97.52574184,97.47290387,97.02578341,97.30625233,97.81777496,83.48836701,97.15384787,83.51656744,82.84746938,82.60374878,81.12453551,97.753133,97.57114192,98.12728826,98.07753315,98.125304,98.04328605,97.97611405,98.14068046,98.00434793,97.47430308,97.69002005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-13,99.40217877,99.58522176,99.28486968,99.10045271,99.88151074,99.82337069,99.8779094,99.17259789,99.0108327,99.76412098,99.46089171,99.77953196,99.82707863,97.73947153,84.18789402,84.57899663,85.50402239,84.54389945,84.77791293,85.61368709,84.02356011,84.56927102,84.24414427,84.63103542,84.69294748,84.62465472,83.76685368,83.66820961,84.20523978,99.47391022,99.67214643,99.37993014,99.48655291,99.12397897,99.18313084,99.21776995,99.74792293,99.63411127,99.36037611,99.5439525,99.60190192,99.63490276,83.28715002,85.3707519,84.52299026,99.75512863,99.72572578,99.74733212,99.49210874,99.46850469,96.95965793,97.03265516,97.75372285,99.94373914,99.82393607,99.91922135,99.841148,99.94747051,99.72341623,99.7497044,99.89550105,99.89419624,99.66290639,99.89215726,99.82001826,99.80985961,99.84288246,99.77539336,99.94180903,99.93215264,99.96166266,99.95229582,99.95003056,99.74293463,99.83993714,99.96846816,87.07068574,98.30592547,87.34158589,86.84246703,86.65341143,85.52568166,99.71294835,99.96917975,99.82387442,99.88841579,99.93340342,99.93866504,99.91084993,99.94082051,99.946604,99.90624411,99.9617713,97.74434133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-14,99.38441987,99.54767923,99.24859415,99.07457327,99.87750834,99.82243151,99.88006001,99.15042346,99.03095201,99.74408183,99.4455626,99.75616162,99.85949644,97.80362286,84.06472451,84.43914142,85.37895429,84.40824048,84.66184329,85.49382435,83.87018884,84.43165974,84.10033475,84.49376681,84.56342712,84.485937,83.65649472,83.52915674,84.06284383,99.46677829,99.66925522,99.35281897,99.46897592,99.09162249,99.15886888,99.19876787,99.76239382,99.61745557,99.33127015,99.52076641,99.57006193,99.62538186,83.14167664,85.25665491,84.3924813,99.75761988,99.70454378,99.74029718,99.4607444,99.44179086,96.98125464,97.06096624,97.76692413,99.94755918,99.85282322,99.92405386,99.85914012,99.94084446,99.69872844,99.72656663,99.91618494,99.90574695,99.71141601,99.87923838,99.84574316,99.82617025,99.84021064,99.75300016,99.93578539,99.92341763,99.95975421,99.94614226,99.95330585,99.71458671,99.8188336,99.96994115,87.01138685,98.36105309,87.27019223,86.76680307,86.55197079,85.41733534,99.69286113,99.96741031,99.85097927,99.91677262,99.93536448,99.93816582,99.92403834,99.96157459,99.94203935,99.89880468,99.94516965,97.84569485,99.98386487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-15,99.34072187,99.51457619,99.20094148,99.04231366,99.85845916,99.80179561,99.85489621,99.09598897,99.03781099,99.73399102,99.40074838,99.72295378,99.8450533,97.88519202,84.0527658,84.44500546,85.3960334,84.43337876,84.65923865,85.54727133,83.89393943,84.43076571,84.10376011,84.4973246,84.56708544,84.49052824,83.6637694,83.54285231,84.07891496,99.43116707,99.63921989,99.29829103,99.43934565,99.03822127,99.11731599,99.15223582,99.76753457,99.584189,99.29721534,99.48492317,99.53739058,99.58982726,83.13692127,85.30595696,84.42607084,99.7465077,99.68057092,99.73735813,99.42931156,99.40516284,97.08453618,97.14867207,97.85402469,99.94621673,99.86538916,99.9168315,99.88605506,99.93531206,99.66401102,99.69631142,99.91884214,99.90577747,99.70100861,99.8683614,99.85891456,99.858647,99.81485949,99.73065195,99.93232038,99.90976543,99.96004031,99.93793912,99.9592873,99.68606521,99.80520813,99.96135851,87.09976232,98.40837906,87.347032,86.80279835,86.60270252,85.43159873,99.6622971,99.95997733,99.87980567,99.925949,99.9097123,99.93164491,99.94822919,99.95160281,99.9257255,99.88709416,99.95242533,97.79351145,99.97570097,99.9740273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-16,99.5697448,99.80376225,99.61677053,99.34651986,99.92865081,99.93279912,99.91117626,99.53743175,98.97665452,99.9186576,99.73354796,99.911226,99.79365912,97.39739911,84.25359452,84.66851971,85.45432914,84.59530243,84.77840522,85.55891883,84.13383842,84.71588179,84.3672634,84.6633109,84.76151081,84.74180161,83.92948521,83.81256681,84.29543364,99.70291405,99.81799115,99.63616723,99.73847354,99.43297512,99.53163633,99.54650599,99.80281684,99.81057138,99.65593896,99.75074267,99.80395413,99.81754221,83.47431523,85.28377051,84.55227889,99.85889185,99.87415934,99.87322402,99.73399598,99.71904334,96.88761186,96.90993726,97.54657511,99.88481498,99.60260762,99.81700618,99.65359961,99.89373701,99.88516625,99.88617814,99.74703376,99.75589856,99.4820517,99.90497872,99.59221608,99.59431969,99.93764488,99.88956755,99.87542428,99.93275772,99.87261492,99.91929368,99.86316886,99.87674429,99.95020318,99.93366175,86.50322264,97.96765332,86.94492942,86.52374271,86.34720931,85.50333258,99.89078447,99.9384384,99.62254301,99.7213427,99.92940955,99.95772437,99.76156846,99.90394287,99.95272961,99.95659446,99.96010274,97.7905687,99.90060727,99.89023308,99.8911301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-17,99.59552704,99.82913799,99.64475333,99.36533253,99.92282684,99.92086484,99.90833558,99.55265733,98.96517191,99.88813533,99.75731785,99.92447673,99.79018731,97.3067047,84.26735916,84.66127031,85.45670608,84.58973224,84.80399111,85.5616231,84.14181242,84.74389881,84.37691764,84.67041995,84.77523964,84.74692364,83.92326207,83.83307223,84.3084139,99.74144799,99.84694032,99.67915827,99.76409083,99.47585297,99.5702637,99.58355792,99.81272618,99.83468184,99.68223818,99.77798304,99.82540764,99.84251252,83.50126098,85.3085659,84.56850882,99.88279939,99.90169902,99.88273702,99.77279767,99.74722915,96.81832874,96.84126374,97.46481781,99.87776022,99.59454363,99.81066431,99.6238346,99.89181866,99.9047964,99.90566992,99.74257906,99.74709169,99.48245247,99.9009971,99.58193661,99.56534125,99.94894128,99.90258353,99.87378606,99.94340773,99.86872599,99.91395938,99.85590046,99.89227446,99.95302738,99.9371939,86.57710132,97.89505715,86.96687991,86.54666653,86.3877612,85.51166846,99.9215648,99.93731543,99.60211885,99.70202032,99.94407114,99.94045657,99.74013272,99.89149261,99.96207645,99.96161123,99.96050104,97.71287175,99.91970387,99.90142468,99.88296507,99.96923829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-18,99.11425686,99.37029025,99.65476735,99.02726312,98.64197826,98.877818,98.60235442,99.58635669,97.35017228,98.95518904,99.47372784,99.10266401,98.20260443,94.23130234,85.04267193,85.4810527,85.67939233,85.23012241,85.3016606,85.74531138,85.19139291,85.79767848,85.34286508,85.25647388,85.50993867,85.63816709,84.90256588,84.95285513,85.22513196,99.5142719,99.26628661,99.56510007,99.49445947,99.67544654,99.71593891,99.69273279,98.82602066,99.3357227,99.60728528,99.43628334,99.36691303,99.36636567,84.82591124,85.59164136,85.22155629,99.07698973,99.23173533,99.11763843,99.51835542,99.52935032,94.57491552,94.40109955,94.65951144,98.27451104,97.37129067,98.0073195,97.42469246,98.29160275,99.20391555,99.18654234,97.76764002,97.79647801,97.44611398,98.56585526,97.34278563,97.27775218,98.90821488,99.071638,98.29262956,98.62402775,98.15789962,98.39691751,98.15921215,99.14746343,98.96827815,98.4591259,84.84187005,94.7787064,85.84926118,85.7958381,85.75637729,85.8191393,99.27127845,98.45344466,97.39210616,97.61501116,98.61764396,98.54729864,97.70014393,98.27565431,98.59870568,98.82222738,98.58257812,95.92943368,98.28695336,98.23965722,98.15836167,98.7665336,98.87041751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-19,99.66887123,99.90455211,99.89839672,99.50447046,99.70443101,99.7992822,99.69254723,99.84853402,98.61094014,99.80856558,99.91253615,99.87563338,99.45226233,96.31452418,84.32140406,84.73063657,85.2891877,84.57254106,84.73220547,85.35247985,84.28052056,84.89871766,84.48068234,84.64334912,84.78946146,84.82520996,84.02517403,83.98527429,84.39810382,99.91825715,99.88023361,99.91436951,99.92688183,99.82913951,99.87582178,99.86587896,99.68324878,99.91236705,99.92614933,99.90973982,99.92040076,99.92624807,83.73886167,85.14931549,84.53912268,99.83314094,99.90635503,99.83887625,99.92033086,99.92532419,96.06977854,96.03287939,96.55884424,99.53609079,98.98826577,99.3962851,99.01424395,99.54571937,99.90667596,99.90433028,99.24461913,99.27841065,98.97938286,99.66575703,98.97047344,98.92583135,99.82204045,99.85050373,99.5201306,99.70399359,99.46274307,99.59594376,99.44839491,99.86486898,99.8182963,99.60837726,85.59375383,96.88159966,86.21693215,85.98320647,85.85963852,85.35822984,99.92894479,99.60905304,98.96589896,99.13077062,99.69675203,99.66298473,99.17996132,99.51657083,99.69100971,99.76223004,99.66657703,97.33419273,99.5274822,99.51014894,99.43566297,99.74184275,99.79583691,99.52114978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-20,99.67813306,99.91055522,99.88474819,99.52895588,99.78013142,99.85063658,99.7582973,99.87817088,98.68550614,99.89134406,99.94329285,99.89774204,99.50790968,96.45726269,83.64071953,84.08860913,84.6643696,83.94220763,84.05925506,84.75003937,83.66104787,84.26886855,83.83196516,83.98412292,84.13125421,84.17872525,83.379645,83.32146264,83.74326329,99.89867295,99.86765263,99.90534272,99.93849227,99.80942756,99.86821584,99.83086406,99.70505787,99.89795827,99.93030492,99.90156404,99.93286345,99.91127689,83.0562526,84.5181872,83.89913294,99.84661345,99.92278414,99.83947179,99.92733581,99.91028996,96.18199623,96.13930387,96.73733602,99.61010658,99.08755766,99.46882201,99.12926186,99.62214988,99.94653814,99.91322601,99.33642045,99.37353497,99.05416739,99.72366226,99.06643973,99.04459941,99.87098351,99.86757074,99.57671037,99.73137169,99.53024757,99.65275824,99.51360985,99.86731185,99.86380748,99.64683804,85.06759437,97.07550496,85.68601841,85.39172427,85.26679819,84.7197491,99.94425331,99.64159035,99.06983312,99.20331486,99.72558388,99.72632311,99.27489633,99.56926267,99.73965898,99.77637961,99.71964266,97.47535693,99.5629029,99.53083587,99.50761584,99.80683361,99.81603459,99.39844013,99.935143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-21,99.65164648,99.89155589,99.85883663,99.51608908,99.7787511,99.85295414,99.76948573,99.8490738,98.73188578,99.8551902,99.91224293,99.90411752,99.5571568,96.52728397,83.71188321,84.13253295,84.73202465,83.97307749,84.15076499,84.81873028,83.64617981,84.29210185,83.85523872,84.04917057,84.20089661,84.22950632,83.42378807,83.36382317,83.78864525,99.91627978,99.88753062,99.90358505,99.92174602,99.78597084,99.84214235,99.82956658,99.72020592,99.91182545,99.89861191,99.90614764,99.91172053,99.92603883,83.08830497,84.61213446,83.95459035,99.87122492,99.92279941,99.85518864,99.9096049,99.91150856,96.2262074,96.21164898,96.76896861,99.63737001,99.14604651,99.51713742,99.17290687,99.64386894,99.9376712,99.92444794,99.38989597,99.41367571,99.1147804,99.74124334,99.13253636,99.09207398,99.88501157,99.88075835,99.60486288,99.77099995,99.56104638,99.67589863,99.546296,99.87854771,99.85619044,99.67790438,85.24926999,97.16150985,85.83859503,85.54191151,85.39844889,84.80653037,99.95260599,99.67233268,99.12461936,99.26451054,99.76177115,99.73956667,99.31175914,99.61699886,99.76348433,99.80289031,99.73274957,97.52411565,99.60150799,99.58817704,99.5329184,99.8009103,99.83729272,99.39409912,99.9685603,99.95276847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-22,99.67729099,99.9057188,99.82971114,99.50987368,99.86234535,99.90861416,99.84742415,99.81090006,98.7962749,99.92573897,99.91173228,99.93426413,99.63259181,96.74547082,83.53815688,83.97362801,84.61590616,83.8443422,83.99094636,84.70393041,83.51913318,84.1155321,83.69977733,83.90078411,84.03428564,84.05991587,83.25403434,83.18000843,83.624478,99.88080882,99.88677818,99.86678181,99.91512644,99.73181646,99.79655836,99.77315685,99.76501349,99.90342411,99.87911098,99.88903861,99.92532952,99.91821856,82.88986202,84.47725572,83.80971282,99.88796125,99.94544454,99.87033299,99.90291089,99.88429118,96.31425235,96.29816664,96.92536738,99.73062039,99.28280504,99.61804098,99.31853419,99.74159126,99.96682602,99.94177698,99.50326363,99.53409986,99.23506179,99.81860039,99.26428584,99.23981452,99.93404638,99.9070978,99.70073034,99.83250285,99.66629262,99.76494818,99.64737066,99.89880721,99.91246366,99.7595155,85.25146216,97.31396314,85.7933121,85.46767752,85.32756895,84.66563257,99.96634476,99.75476491,99.26280623,99.38327226,99.82462591,99.82192394,99.44552671,99.69912455,99.84185399,99.85754223,99.81752502,97.62292662,99.69312877,99.66934642,99.63907829,99.87420623,99.88982297,99.24261857,99.92619236,99.97615825,99.95682412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-23,99.62628935,99.88060291,99.90153128,99.4658541,99.64416419,99.74704012,99.6264966,99.88889917,98.49299697,99.77133237,99.91049377,99.82028573,99.39148177,96.10684165,83.55516237,83.96598569,84.50574733,83.79849625,83.96997879,84.57246174,83.54049566,84.19095341,83.72111167,83.87011352,84.02198051,84.07252631,83.26248062,83.23489351,83.63556102,99.876594,99.8026858,99.89620604,99.90631431,99.80501286,99.88547106,99.83935178,99.58635518,99.84876951,99.91988014,99.85968415,99.87635434,99.87233383,82.99159346,84.3529286,83.76906043,99.76016165,99.85483149,99.7514144,99.88879639,99.88450289,95.93103861,95.87992492,96.4247386,99.45352657,98.88369763,99.30912507,98.89854027,99.47549001,99.88393722,99.85288979,99.1505798,99.19687622,98.86182131,99.59246538,98.85388802,98.81276954,99.78346988,99.78128857,99.41170842,99.62552859,99.3618952,99.51427687,99.33653894,99.79453536,99.75927618,99.52241067,84.84511677,96.80174916,85.47601236,85.2143967,85.10686005,84.59983306,99.90742489,99.50440112,98.85986364,99.01944214,99.62848604,99.59791963,99.07252204,99.44159555,99.62904452,99.67191513,99.57740157,97.43106783,99.42276714,99.39890485,99.32875619,99.68499486,99.72979843,99.54167529,99.96925957,99.94123619,99.95768399,99.91708077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-24,99.67403229,99.90300676,99.89267924,99.53342348,99.75968543,99.83496868,99.73712772,99.88178034,98.62548729,99.87375561,99.94400404,99.88453854,99.49091008,96.43111091,83.75002616,84.19683307,84.75196056,84.03948106,84.15923984,84.82736265,83.76355838,84.34805429,83.93758658,84.08659262,84.22949188,84.2832312,83.50189622,83.43304931,83.84900378,99.90824451,99.87483098,99.91572331,99.94707133,99.82443081,99.88813097,99.84985123,99.70503695,99.90579664,99.93689085,99.90982616,99.93484242,99.92127386,83.17659006,84.60486954,83.99616937,99.83837158,99.91898616,99.83197871,99.93277958,99.91590152,96.13915555,96.0892774,96.66700537,99.58294709,99.05779213,99.43916101,99.0926731,99.59209844,99.93918496,99.90617422,99.30681221,99.3412774,99.02844397,99.69698553,99.0370747,99.00252806,99.85464886,99.8529535,99.55409323,99.71076667,99.50432508,99.62722659,99.48769706,99.85765964,99.84663095,99.63278784,85.1321687,97.02137632,85.77090823,85.48337024,85.36058429,84.81545805,99.93998356,99.62735762,99.04210999,99.18129243,99.71998589,99.70873258,99.24256173,99.54831018,99.72904708,99.7655783,99.69969564,97.48492562,99.5469702,99.52027306,99.47999646,99.78448926,99.80433613,99.44338444,99.94867965,99.98630696,99.9565269,99.96667405,99.95621349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-25,99.52166602,99.79297508,99.90754468,99.4289471,99.41444535,99.55922837,99.39127431,99.92116177,98.22812619,99.60269621,99.88493301,99.66211727,99.12211898,95.57480028,83.75653222,84.15792031,84.6055961,83.97256921,84.13521316,84.67506709,83.77738296,84.41352445,83.94658092,84.02340159,84.21912458,84.29102575,83.52354141,83.49743978,83.84420624,99.83311224,99.68988344,99.86146621,99.85441247,99.81822286,99.92557474,99.87397243,99.40280303,99.74560597,99.89584099,99.78029408,99.77321512,99.77637111,83.28693278,84.45644881,83.94873818,99.60870719,99.71662783,99.60683682,99.83806916,99.83826928,95.6326516,95.54185868,95.98735015,99.14225265,98.47623546,98.96373953,98.50116935,99.16108102,99.75115469,99.70076646,98.78796083,98.82254028,98.48510156,99.32482659,98.44064383,98.38948165,99.59877211,99.61394133,99.11174832,99.37439707,99.03936357,99.21644913,99.01767387,99.64069319,99.58104926,99.24933297,84.61900936,96.31221545,85.35217756,85.145761,85.05955783,84.72559058,99.80338308,99.23320909,98.47160217,98.654047,99.3805571,99.34635098,98.71242461,99.16532496,99.39262958,99.46534787,99.32879122,97.20964839,99.11615947,99.09731934,99.0199577,99.48259416,99.5314081,99.73124916,99.90113497,99.85829476,99.86864685,99.79176836,99.94492601,99.88029919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD1-26,99.68658898,99.91716925,99.83059462,99.44868051,99.80130371,99.86272915,99.77832844,99.68312716,98.75960181,99.86571191,99.82662246,99.92052906,99.57122383,96.83740772,84.79324718,85.21668646,85.8587572,85.10265486,85.22505329,85.96157009,84.73689088,85.30603542,84.96852366,85.18711633,85.2866359,85.3119139,84.54687886,84.48537131,84.92160259,99.88152353,99.93398171,99.84733032,99.90714859,99.71042985,99.77876985,99.78946797,99.82510784,99.94344372,99.8745193,99.91279077,99.95658374,99.94376266,84.19316385,85.76247483,85.10874543,99.91174436,99.96586468,99.94157161,99.9106785,99.90558044,96.54703735,96.49933917,97.03938443,99.7148798,99.25556072,99.58792147,99.30917983,99.72105645,99.91867362,99.93969261,99.46483884,99.49434632,99.21371737,99.79744733,99.24938228,99.23501294,99.88667097,99.91590385,99.71842598,99.83180104,99.67512049,99.77584751,99.67863968,99.92991195,99.93432554,99.78916796,86.35358177,97.23013557,86.92181791,86.62050867,86.4936159,85.91151205,99.91932984,99.81008168,99.25394095,99.38275284,99.81496374,99.79699462,99.44801291,99.68234969,99.81168085,99.91115817,99.84271815,97.20876283,99.72945972,99.69746334,99.68312095,99.8847098,99.90638459,99.24666253,99.89817526,99.90640914,99.89591048,99.9244816,99.83677028,99.90303649,99.70057511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
