,AF1-1,AF1-2,AF1-3,AF1-4,AF1-5,AF1-6,AF1-7,AF1-8,AF1-9,AF1-10,AF1-11,AF1-12,AF1-13,AF2-1,AF2-2,AF2-3,AF2-4,AF2-5,AF2-6,AF2-7,AF2-8,AF2-9,AF2-10,AF2-11,AF2-12,AF2-13,AF2-14,AF2-15,AF3-1,AF3-2,AF3-3,AF3-4,AF3-5,AF3-6,AF3-7,AF3-8,AF3-9,AF3-10,AF3-11,AF3-12,AF3-13,AF3-14,AF3-15,AF5-1,AF5-2,AF5-3,AF5-4,AF5-5,AF5-6,AF5-7,AF5-8,AF5-9,AF5-10,AF5-11,AF5-12,AF5-13,AF5-14,AF5-15,AF6-1,AF6-2,AF6-3,AF6-4,AF6-5,AF6-6,AF6-7,AF6-8,AF6-9,AF6-10,AF6-11,AF6-12,AF6-13,AF6-14,AF6-15,AD1-1,AD1-2,AD1-3,AD1-4,AD1-5,AD1-6,AD1-7,AD1-8,AD1-9,AD1-10,AD1-11,AD1-12,AD1-13,AD1-14,AD1-15,AD1-16,AD1-17,AD1-18,AD1-19,AD1-20,AD1-21,AD1-22,AD1-23,AD1-24,AD1-25,AD1-26,AD1-27,AD1-28,AD1-29,AD1-30,AD1-31,AD1-32,AD1-33,AD1-34,AD1-35,AD1-36,AD1-37,AD1-38,AD1-39,AD1-40,AD1-41,AD1-42,AD1-43,AD1-44,AD1-45,AD1-46,AD1-47,AD1-48,AD1-49,AD1-50,AD1-51,AD1-52,AD1-53,AD1-54,AD1-55,AD1-56,AD1-57,AD1-58,AD1-59,AD1-60,AD1-61,AD1-62,AD1-63,AD1-64,AD1-65,AD1-66,AD1-68,AD1-70,AD1-71,AD1-72,AD1-73,AD1-74,AD1-75,AD1-76,AD1-77,AD1-78,AD1-79,AD1-80,AD1-81,AD1-82,AD1-83,AD1-84,AD1-85,AD1-86,AD1-87,AD1-88,AD1-89,AD1-90,AD1-91,AD1-92,AD1-93,AD1-94,AD1-95,AD1-96,AD1-97,AD1-98,AD1-99,AD1-100,AD6-1,AD6-2,AD6-3,AD6-4,AD6-5,AD6-6,AD6-7,AD6-8,AD6-9,AD6-10,AD6-11,AD6-12,AD6-13,AD6-14,AD6-15,AD6-16,AD6-17,AD6-18,AD6-19,AD6-20,AD6-21,AD6-22,AD6-23,AD6-24,AD6-25,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41,AD6-42,AD6-43,AD6-44,AD6-45,AD6-46,AD6-47,AD6-48,AD6-49,AD6-50,AD6-51,AD6-52,AD6-53,AD6-54,AD6-55,AD6-56,AD6-57,AD6-58,AD6-59,AD6-60,AD6-61,AD6-62,AD6-63,AD6-64,AD6-65,AD6-66,AD6-67,AD6-68,AD6-69,AD6-70,AD6-71,AD6-72,AD6-73,AD6-74,AD6-75,AD6-76,AD6-77,AD6-78,AD6-79,AD6-80,AD6-81,AD6-82,AD6-83,AD6-84,AD6-85,AD6-86,AD6-87,AD6-88,AD6-89,AD6-90,AD6-91,AD6-92,AD6-93,AD6-94,AD6-95,AD6-96,AD6-97,AD6-98,AD6-99,AD6-100,AB2-1,AB2-2,AB2-3,AB2-4,AB2-5,AB2-6,AB2-7,AB2-8,AB2-9,AB2-10,AB2-11,AB2-12,AB2-13,AB2-14,AB2-15,AI2-1,AI2-2,AI2-3,AI2-4,AI2-5,AI2-6,AI2-7,AI2-8,AI2-9,AI2-10,AI2-11,AI2-12,AI2-13,AI2-14,AI2-15,AL2-1,AL2-2,AL2-3,AL2-4,AL2-5,AL2-6,AL2-7,AL2-8,AL2-9,AL2-10,AL2-11,AL2-12,AL2-13,AL2-14,AL2-15
AD1-66,97.2294488,96.89729508,97.54742871,96.93393225,97.35240328,96.98961524,97.33590359,97.14590887,97.07440279,97.39993205,97.98951896,97.59514193,97.85298411,97.69983354,97.67183189,97.28297207,97.139669,96.68130165,96.90323263,96.87594194,97.19813021,97.79466147,96.9566499,97.43661859,98.10732914,98.51612972,98.69037765,98.82495936,89.09816223,88.65005057,85.62141191,85.95093704,87.65885594,90.23935333,88.87523783,88.38808756,89.6209335,88.31950622,86.00864129,87.86575417,84.59716693,85.35249159,85.5640177,77.83843948,78.15901833,77.12529695,77.48366889,76.1050558,78.23712904,79.18174039,79.22983896,80.16509062,79.08942412,77.73080231,78.82696132,76.88276612,77.54359857,79.51457117,77.72034517,77.99413396,77.87777906,77.93035063,78.08039501,77.3283747,76.61633784,76.30417079,77.05960037,76.59977278,76.90543843,77.0126862,76.60261296,75.83539342,79.23178529,98.04482252,98.34378536,98.29106537,98.28730145,98.07749117,98.45313833,97.82114955,97.77954391,98.57016039,98.70804122,98.74770632,98.76011537,98.11468228,98.95316516,97.49208652,97.7541737,97.7430053,97.93728826,97.852432,98.34192664,97.96596388,97.42647774,97.76383995,97.80468678,98.12964016,98.33545794,98.39138515,98.20633719,98.32734886,98.16746164,97.20435871,98.34330039,91.39119064,98.08736811,98.87364098,99.19924379,98.78973328,98.15490822,98.64451559,99.21906762,99.32508724,99.16853143,98.87285772,99.1421827,98.90339633,97.9581759,98.61476976,98.49235839,98.7195214,98.83603292,98.67692943,98.76939731,98.40646338,98.30720617,96.32824394,96.79318817,97.14698286,97.14417064,96.8916084,96.85723549,96.67629878,96.6579444,96.39634667,98.3562131,97.07200398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-68,99.91980964,99.91912587,99.78083498,99.92706665,99.88060391,99.93338707,99.86902746,99.95995806,99.94944897,99.34308027,99.02178868,99.80902095,99.68437843,99.71365964,99.66560831,99.9263757,99.9111873,99.92459986,99.96673723,99.96773562,99.93160338,99.64860415,99.95974656,99.44616739,99.61021729,99.17024839,98.81717847,98.66109671,86.93267407,86.70195191,83.25118275,84.7683661,86.4617394,86.80100038,85.42453434,86.17829801,86.72542349,85.49861308,83.45965413,86.44617039,83.2832852,83.57485344,84.34456119,70.64003058,71.07008735,69.86869978,70.19683924,68.54138595,71.24133856,72.38576581,72.5233404,73.82695988,72.5228322,70.66945526,71.88280662,69.49529691,70.36447704,72.92618671,70.58565837,70.9379104,70.7666797,70.86701406,71.00004641,70.06045454,69.17008484,68.85062006,69.77024901,69.17037729,69.56210758,69.65894022,69.18456113,68.25057578,72.23486479,98.8119795,98.37424415,98.84173755,98.71459437,99.17483762,98.97665919,99.60558633,99.26324795,98.45945368,97.07807759,98.18165016,98.10804832,99.09647011,97.73448659,99.61228197,99.28698676,99.28687655,99.20155246,99.35670347,98.83776739,99.33887288,99.70957427,99.55094349,98.90392337,97.22337358,97.57606676,97.58572815,98.43993899,97.25387329,98.74509244,99.90354421,99.53663975,84.82187876,99.63971736,98.85156055,98.21405384,99.09195356,99.50314008,99.23243327,98.26290799,97.20622039,98.10391432,99.06509589,96.90489343,97.18273372,99.49284367,99.09894908,98.9395495,98.96648486,96.72791144,99.17791984,98.87453721,99.29841325,99.31302401,99.96374855,99.96920275,99.95218496,99.9291702,99.97350233,99.94799024,99.97344928,99.93615898,99.9715941,98.39994496,99.89232712,96.71911199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-70,99.90878038,99.8931843,99.8424419,99.89762523,99.89152019,99.90657376,99.88821281,99.94458377,99.9380935,99.54453452,99.0658701,99.8621744,99.74990959,99.76535654,99.66300539,99.91254952,99.85404893,99.84778636,99.93365846,99.92675956,99.93465724,99.61841612,99.9222287,99.63690496,99.70049058,99.3171175,98.99918392,98.87419331,86.95381212,86.70443155,83.21213168,84.62227361,86.38286173,87.0282245,85.6410332,86.2454555,86.82427851,85.60273867,83.49790875,86.34997809,83.15246306,83.4874373,84.21338975,70.75257652,71.15930594,70.00997656,70.33198156,68.73257202,71.30649278,72.4194908,72.53514044,73.78348426,72.50559701,70.74939546,71.94684087,69.65188639,70.46666854,72.92188868,70.67929834,71.016392,70.85654776,70.94740302,71.08745728,70.1840403,69.33093089,69.01320952,69.89872161,69.33061075,69.6719763,69.8006698,69.33932409,68.44182418,72.31656688,98.86779146,98.46796043,98.93130419,98.78759459,99.21692741,99.06481774,99.60900427,99.25283638,98.59674078,97.32055225,98.36090115,98.2892909,99.1526967,97.98546669,99.56834428,99.27725302,99.28667933,99.2086665,99.38504641,98.90412181,99.35535927,99.67011414,99.53607909,98.90167827,97.3469384,97.72391169,97.72663242,98.52779738,97.40652153,98.80793655,99.93735819,99.62521376,85.19662172,99.72511035,99.11340893,98.55175607,99.30878139,99.70026011,99.48344181,98.60528348,97.60326855,98.45269488,99.28089411,97.3864302,97.64092009,99.6478004,99.38899054,99.24681119,99.23490765,97.15833756,99.41607115,99.09938636,99.43952019,99.51624007,99.89420279,99.94613112,99.96770192,99.97982639,99.95273544,99.96775876,99.94325494,99.90357684,99.92457395,98.6779687,99.88357285,97.09753127,99.94244202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-71,99.92569097,99.89527049,99.84936956,99.90284893,99.89115285,99.91210915,99.89484544,99.95727003,99.94992312,99.49346496,99.07715665,99.87634152,99.76865165,99.78290238,99.69608051,99.93251337,99.8754091,99.85682305,99.94660337,99.94324951,99.95036208,99.67435159,99.94258778,99.59237196,99.72885097,99.33811857,99.0171249,98.89631165,87.08840564,86.84539238,83.35701681,84.76166089,86.53186554,87.13287261,85.7347025,86.3618689,86.94564299,85.72319244,83.6173765,86.49956078,83.30303166,83.61765873,84.36694975,70.87415639,71.28944029,70.10473306,70.43339214,68.79051076,71.43270302,72.57075507,72.68928498,73.95574952,72.6623277,70.87529351,72.08055295,69.7520941,70.58029642,73.08071994,70.7976492,71.13698228,70.97201358,71.0714364,71.20711691,70.28941018,69.41516723,69.09124255,69.99408223,69.41532028,69.77412676,69.89590709,69.4294072,68.51457927,72.45582127,98.93438209,98.52892968,98.97528878,98.84183,99.26212979,99.10239821,99.63439754,99.30562221,98.64018202,97.37829692,98.39096066,98.32255239,99.20174386,98.02076095,99.6085441,99.34148605,99.33790835,99.26082259,99.42989706,98.95809133,99.39784836,99.68383943,99.57806194,98.97058498,97.43550913,97.79580437,97.79582888,98.58453866,97.4863418,98.86923826,99.94514343,99.63435868,85.30783973,99.74242566,99.06444356,98.52102938,99.28241129,99.65604788,99.45003412,98.57836257,97.56133166,98.41472242,99.26106367,97.31221206,97.56714305,99.63565286,99.32506132,99.18179215,99.18993646,97.12447878,99.37736806,99.10038099,99.43999543,99.48380162,99.9104105,99.96668697,99.9813113,99.96022891,99.98023022,99.95847523,99.96126992,99.90948843,99.94485017,98.64037573,99.91855523,97.03838229,99.95176701,99.97531245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-72,99.84835255,99.8544448,99.66965214,99.86430258,99.8013785,99.87156036,99.78586779,99.91278969,99.89718024,99.24555389,98.94173662,99.70568768,99.55634219,99.57872161,99.55657986,99.85443283,99.85465522,99.8873586,99.92900565,99.92372494,99.87403171,99.5374713,99.92618502,99.37840199,99.47637372,98.98011398,98.60003083,98.43035972,86.68084484,86.45533273,83.01334601,84.64421128,86.2880469,86.49644784,85.14699884,85.95661653,86.45938106,85.24464905,83.24883294,86.26508878,83.16199034,83.39628586,84.2076403,70.31290613,70.74087374,69.55586884,69.88107229,68.27418757,70.92341182,72.03195769,72.185269,73.49203905,72.19754487,70.34359841,71.55008318,69.17566983,70.05526611,72.59009281,70.27057624,70.60949589,70.43456604,70.54800929,70.69136663,69.75478187,68.89351006,68.55728724,69.465002,68.87862726,69.26636656,69.36128239,68.88778572,67.96617939,71.82917157,98.58789636,98.11761713,98.62711371,98.47704003,98.96754977,98.75461917,99.45124387,99.07627371,98.20338585,96.7568783,97.91618382,97.83742046,98.89277569,97.45264802,99.46764148,99.11219779,99.09935958,99.00753096,99.15932648,98.61949704,99.17491037,99.58849165,99.38581092,98.68589307,96.89978108,97.26390955,97.28543029,98.17896661,96.9324609,98.50215201,99.87144273,99.44656443,84.62473796,99.54630175,98.71040181,98.02804102,98.96896363,99.44982142,99.13597601,98.08033675,96.9878002,97.93736416,98.90905827,96.71226939,96.99886538,99.40651934,99.02655602,98.85237221,98.86386531,96.51819088,99.07904588,98.75751123,99.21240311,99.25178885,99.96000894,99.96067092,99.91471353,99.89860766,99.92204081,99.94493552,99.96766726,99.94527783,99.9436373,98.25308723,99.80938759,96.54550967,99.95886253,99.90260246,99.90147755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-73,99.85725478,99.87394778,99.70113832,99.87556136,99.80209628,99.87982573,99.80160711,99.92088505,99.90810219,99.28445042,98.88867753,99.72595123,99.58093795,99.60282321,99.59327798,99.86257793,99.84746095,99.89566122,99.93689904,99.93763087,99.89109329,99.54844303,99.92456522,99.41576616,99.5044325,99.01335494,98.61875478,98.46824151,86.83236893,86.61912862,83.16389556,84.77200703,86.44810051,86.67951892,85.3258866,86.12214858,86.59963469,85.40561239,83.39942886,86.39835111,83.30181374,83.53330629,84.35012864,70.16788666,70.59318504,69.4035153,69.722374,68.09749227,70.75792032,71.88777766,72.03275353,73.34059903,72.033536,70.1860585,71.3927854,69.03349151,69.89332617,72.43377031,70.10886435,70.45001865,70.2738478,70.38900144,70.52496419,69.59059818,68.72051997,68.39425055,69.2966744,68.7107454,69.08828598,69.19863993,68.72398154,67.80894363,71.70979578,98.64011349,98.15288236,98.65396547,98.51178951,98.99846075,98.78106808,99.46162565,99.10042372,98.23846223,96.81484507,97.93870079,97.87082116,98.9322648,97.50379956,99.48645623,99.15043059,99.13242617,99.03206662,99.19912678,98.64412682,99.18599949,99.57699483,99.40470287,98.71178391,96.94399866,97.31523802,97.30806213,98.2140877,96.97459274,98.53478465,99.89628704,99.46243902,84.47479597,99.56411266,98.72308938,98.0607885,98.9765667,99.46823083,99.16672433,98.11813889,97.00432954,97.96762575,98.924846,96.74235787,97.03751555,99.42915764,99.05195563,98.89734186,98.88476597,96.53659774,99.09291465,98.78653171,99.22475767,99.27709113,99.97979775,99.97031504,99.9360157,99.90859997,99.95779596,99.95273696,99.98400245,99.94273168,99.98341685,98.26055196,99.84140589,96.51332256,99.97165284,99.92540906,99.94484025,99.97028409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-74,99.90832458,99.89389656,99.77316642,99.90414813,99.87140663,99.91197122,99.85515549,99.95630378,99.94163428,99.36513495,99.08551168,99.80244937,99.68712154,99.69102397,99.67975446,99.91160387,99.90011589,99.90276582,99.95903926,99.95509383,99.92572187,99.65669912,99.95652031,99.47742747,99.6258285,99.19631568,98.84681772,98.70515116,87.05459729,86.81874918,83.3851677,84.89848415,86.57602915,86.96436124,85.59991732,86.32205164,86.87454426,85.65243229,83.61427388,86.55889082,83.42095087,83.70569462,84.47206248,70.88439314,71.30727406,70.11998534,70.4483209,68.82147023,71.47480759,72.60122315,72.74052051,74.02925211,72.72822477,70.90416885,72.11475859,69.75332404,70.61122504,73.13745707,70.82522342,71.17234269,70.99635109,71.10788384,71.24475513,70.31630723,69.4468233,69.11853704,70.02015823,69.43784569,69.82033886,69.91877996,69.446098,68.53044201,72.44657063,98.83825153,98.40604018,98.86884379,98.73857714,99.17678418,98.99135343,99.59448155,99.2567034,98.49447048,97.15810999,98.22821115,98.15509638,99.11784917,97.80804601,99.59569578,99.29827509,99.28668666,99.20324785,99.34830947,98.86000427,99.3493187,99.68594918,99.53719501,98.90484852,97.26629502,97.61750132,97.62449309,98.45891978,97.30400104,98.75086681,99.92511672,99.58706061,85.1198623,99.68431001,98.92917731,98.31644334,99.16948126,99.57021845,99.32000596,98.36698241,97.33462337,98.21896124,99.13012321,97.06185297,97.3242589,99.5339189,99.20068671,99.03836921,99.05923358,96.8824622,99.26178725,98.96962713,99.37547348,99.39185313,99.95253854,99.9867633,99.96676602,99.94432177,99.96155897,99.9674428,99.97988636,99.96124399,99.94714846,98.49338978,99.86912047,96.88829233,99.97423879,99.94643163,99.95472754,99.97674563,99.97217545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-75,99.57235425,99.58696336,99.58602302,99.54592699,99.57458092,99.56743214,99.63456931,99.58724945,99.56500101,99.3036231,98.95928189,99.57416072,99.566719,99.51662379,99.61904123,99.55484648,99.565043,99.54007001,99.55874041,99.54140258,99.6244307,99.51040464,99.5494677,99.44180811,99.4987265,99.22322863,98.9532792,98.89437549,89.32689395,89.09927165,85.95381799,87.25876328,88.82475234,89.45363711,88.20220612,88.72670132,89.21954382,88.1730142,86.26410825,88.78761903,85.90914498,86.22263463,86.85115625,72.0119736,72.36330683,71.2890374,71.56464704,70.05454897,72.49182272,73.55465793,73.65646658,74.86668201,73.61838574,71.9702334,73.09496278,70.93636081,71.68465248,74.03266303,71.90514199,72.20541775,72.04913688,72.15604809,72.29373865,71.41146021,70.63537476,70.29965423,71.14124952,70.60917944,70.95544678,71.0457369,70.60676245,69.75523018,73.45347228,98.77185227,98.45072009,98.85437584,98.70923243,99.0900367,99.03481449,99.4220304,99.09723133,98.6252591,97.55279433,98.43269292,98.39337923,99.03164192,98.20054033,99.41969388,99.10555437,99.14570931,99.08610923,99.24029166,98.86167345,99.19943121,99.43668094,99.34885017,98.74304852,97.43233282,97.82377987,97.80885957,98.45666703,97.50100429,98.71249999,99.60116438,99.51783987,86.20574742,99.52627799,99.18461024,98.79461135,99.33011868,99.53956829,99.45383984,98.80151512,97.96921616,98.709561,99.29335826,97.78426156,97.94969457,99.44694847,99.40783161,99.24231524,99.28221441,97.60821651,99.39979489,99.16715612,99.41770733,99.45434152,99.42020369,99.54368082,99.59941203,99.59985819,99.54097545,99.57720288,99.52452742,99.47897728,99.44979858,98.57552836,99.5377997,97.89711767,99.47763772,99.58292085,99.57802659,99.45147131,99.482927,99.54144314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-76,99.91829661,99.90608551,99.81942569,99.91972305,99.88080912,99.92124689,99.87943728,99.96556514,99.94389299,99.39484602,99.16490318,99.83717903,99.72792758,99.73257516,99.70058432,99.92521671,99.89100172,99.89400622,99.95707067,99.96066853,99.94834553,99.65308418,99.95583797,99.50554853,99.67449835,99.27838255,98.9339064,98.78983239,87.02440684,86.79515239,83.32745764,84.78749316,86.50643167,86.99711351,85.62869185,86.29114933,86.86261267,85.62765843,83.56457232,86.48269692,83.32352186,83.63120399,84.36454934,70.82490528,71.24311891,70.05960229,70.38985455,68.75680729,71.39098068,72.52125577,72.65315256,73.91441441,72.64521563,70.82651214,72.02960469,69.69858591,70.53460256,73.03740861,70.75018865,71.08900162,70.92646928,71.02153849,71.15585524,70.23855216,69.37303018,69.03951755,69.95206159,69.36004683,69.71225262,69.83790073,69.37498858,68.46288906,72.410158,98.88819799,98.46686375,98.91448975,98.78981011,99.20942906,99.04958368,99.61605753,99.2779639,98.56167248,97.27140262,98.29725213,98.24046418,99.14738144,97.90962557,99.59684047,99.32449488,99.30962961,99.22952149,99.38319833,98.90412383,99.36835511,99.68409488,99.55244132,98.92770663,97.36176662,97.70933605,97.7099769,98.5266246,97.40480875,98.81074451,99.96788285,99.64697677,85.52672486,99.71659554,99.0152656,98.42499559,99.23240022,99.61068067,99.38055137,98.47330066,97.46776427,98.33730313,99.18637178,97.1811745,97.4414666,99.59051589,99.25783925,99.09135559,99.14324409,96.96701449,99.32976733,99.05026716,99.4127861,99.45585475,99.92819479,99.96601956,99.96312706,99.94713945,99.96429465,99.94914482,99.96576294,99.91460079,99.94601158,98.48153899,99.89757606,96.9294585,99.96010092,99.9497312,99.96648744,99.93691485,99.95720322,99.96778967,99.55084359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-77,99.94477781,99.93909862,99.87668751,99.95203527,99.92005412,99.95198512,99.9219915,99.96822915,99.96048822,99.39634846,99.17113643,99.87664188,99.80130397,99.79136061,99.7849525,99.9368824,99.93833072,99.91803786,99.97323288,99.97018344,99.96518269,99.75102381,99.9680513,99.4905198,99.73196281,99.36848343,99.04673342,98.90618971,87.44649113,87.21637647,83.7986773,85.16077703,86.88779636,87.38210534,86.01120465,86.6825987,87.27964168,86.03729075,83.9752541,86.88330649,83.70702343,84.04677107,84.74786438,71.20681463,71.63867334,70.41063165,70.75571743,69.04037844,71.80312044,72.97309083,73.10936172,74.39514628,73.09958234,71.23262819,72.456331,70.05153059,70.91869207,73.4975961,71.13873649,71.49214054,71.32635591,71.4223058,71.55225773,70.59781907,69.70500623,69.36504162,70.30764245,69.69078215,70.0918904,70.18079297,69.71032673,68.75892221,72.885958,99.08257733,98.67007217,99.09076714,98.97047519,99.37503339,99.1958618,99.72079951,99.44853862,98.74776645,97.48458101,98.48324683,98.41734051,99.32002819,98.07793172,99.73117402,99.48297745,99.48427875,99.39590155,99.5378407,99.07861121,99.51788556,99.79351664,99.68198998,99.14223401,97.62831064,97.95622893,97.95422976,98.7414406,97.6524154,99.00895704,99.93583532,99.61998912,85.40032128,99.74023444,98.99571268,98.41583304,99.2256971,99.52836913,99.34370369,98.47095449,97.47443534,98.30791916,99.21278807,97.14711407,97.41967744,99.5519048,99.18105911,99.00626007,99.08642462,96.94166358,99.28617095,99.00302561,99.37978381,99.36648757,99.91540271,99.97298262,99.97035643,99.9492304,99.97418039,99.94151445,99.95252669,99.91349226,99.9344869,98.604965,99.93885204,96.92480704,99.9547043,99.92961307,99.95590575,99.91049354,99.93158168,99.95548693,99.54763971,99.9666673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD1-78,99.90110139,99.83452596,99.93470471,99.86062692,99.89663185,99.86085583,99.90652322,99.90195873,99.88119141,99.48793931,99.37287199,99.91977796,99.92546331,99.8856112,99.85231258,99.90500502,99.87515549,99.75389112,99.86443915,99.86110216,99.92562913,99.85409154,99.86653596,99.56015315,99.91081023,99.70708575,99.46743486,99.38355234,87.92563837,87.6537104,84.2349538,85.34324931,87.14826039,88.07540604,86.66072967,87.12532597,87.86643602,86.58746291,84.41398258,87.17554975,83.89949179,84.3472066,84.9505839,72.54218013,72.96514373,71.74156078,72.1028235,70.36935421,73.08698372,74.27332568,74.36708595,75.5969028,74.33180367,72.53233194,73.76002418,71.41220737,72.22920599,74.74791494,72.43609091,72.79092419,72.63752849,72.71651462,72.8369384,71.92682674,71.01894346,70.69335438,71.63392611,71.02122038,71.39337991,71.51962009,71.05085071,70.10360781,74.26017823,99.43362539,99.13933514,99.45162942,99.36181764,99.65526979,99.56263397,99.84540125,99.66530973,99.21940831,98.21877343,99.00923055,98.97550001,99.6032068,98.720446,99.80596291,99.6982297,99.69313081,99.64461737,99.75717159,99.4558517,99.72695877,99.80589438,99.82577058,99.43645659,98.27829894,98.57607756,98.56502719,99.17845999,98.31625063,99.39689321,99.88651613,99.77432992,86.72896241,99.8800859,99.34657319,98.92008169,99.53204801,99.64896183,99.59837328,98.97959946,98.14089447,98.8048383,99.56124171,97.79983386,98.01230578,99.70501155,99.42310551,99.26761807,99.38396688,97.62166939,99.55160418,99.32901792,99.5843528,99.5443361,99.71167125,99.84455309,99.91080482,99.87810222,99.88704104,99.8098405,99.80718251,99.75641681,99.76741542,98.97637339,99.89376678,97.57881944,99.81389736,99.86051194,99.89100276,99.70913027,99.75692833,99.82217869,99.55634519,99.86825694,99.90656953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
